%Time	 Word0	 Word1	 Word2	 Word3	 Word4	 Word5	 Word6	 Word7	 Word8	 Word9	 Word10	 Word11	 Word12	 Word13	 Word14	 Word15	 Word16	 Word17
0.0200	     0	 18112	 65024	     0	     0	     0	     0	  9136	  4096	     0	     0	     0	  3383	 26720	 13456	 26856	 13500	    20
0.0400	     0	 18112	 65024	     0	     0	     0	     0	  9136	  4096	     0	     0	     0	  3383	 27736	 13456	 26856	 13500	    20
0.0600	     0	 18112	 65024	     0	     0	     0	     0	  9136	  4096	     0	     0	     0	  3383	 28744	 13456	 26856	 13500	    20
0.0800	     0	 18112	 65024	     0	     0	     0	     0	  9136	  4096	     0	     0	     0	  3383	 29760	 13456	 26856	 13500	    20
0.1000	     0	 18112	 65024	     0	     0	     0	     0	  9136	  4096	     0	     0	     0	  3383	 30776	 13456	 26856	 13500	    20
0.1200	     0	 18112	 65024	     0	     0	     0	     0	  9136	  4096	     0	     0	     0	  3383	 31784	 13456	 26856	 13500	    20
0.1400	     0	 18112	 65024	     0	     0	     0	     0	  9136	  4096	     0	     0	     0	  3383	 32800	 13456	 26856	 13500	    20
0.1600	     0	 18112	 65024	     0	     0	     0	     0	  9136	  4096	     0	     0	     0	  3383	 33816	 13456	 26856	 13500	    20
0.1800	     0	 18112	 65024	     0	     0	     0	     0	  9136	  4096	     0	     0	     0	  3383	 34824	 13456	 26856	 13500	    20
0.2000	     0	 18112	 65024	     0	     0	     0	     0	  9136	  4096	     0	     0	     0	  3383	 35840	 13456	 26856	 13500	    20
0.2200	     0	 18112	 65024	     0	     0	     0	     0	  9136	  4096	     0	     0	     0	  3383	 36848	 13456	 26856	 13500	    20
0.2400	     0	 18112	 65024	     0	     0	     0	     0	  9136	  4096	     0	     0	     0	  3383	 37864	 13456	 26856	 13500	    20
0.2600	     0	 18112	 65024	     0	     0	     0	     0	  9136	  4096	     0	     0	     0	  3383	 38880	 13456	 26856	 13500	    20
0.2800	     0	 18112	 65024	     0	     0	     0	     0	  9136	  4096	     0	     0	     0	  3383	 39888	 13456	 26856	 13500	    20
0.3000	     0	 18112	 65024	     0	     0	     0	     0	  9136	  4096	     0	     0	     0	  3383	 40904	 13456	 26856	 13500	    20
0.3200	     0	 18112	 65024	     0	     0	     0	     0	  9136	  4096	     0	     0	     0	  3383	 41920	 13456	 26856	 13500	    20
0.3400	     0	 18112	 65024	     0	     0	     0	     0	  9136	  4096	     0	     0	     0	  3383	 42928	 13456	 26856	 13500	    20
0.3600	     0	 18112	 65024	     0	     0	     0	     0	  9136	  4096	     0	     0	     0	  3383	 43944	 13456	 26856	 13500	    20
0.3800	     0	 18112	 65024	     0	     0	     0	     0	  9136	  4096	     0	     0	     0	  3383	 44960	 13456	 26856	 13500	    20
0.4000	     0	 18112	 65024	     0	     0	     0	     0	  9136	  4096	     0	     0	     0	  3383	 45968	 13456	 26856	 13500	    20
0.4200	     0	 18112	 65024	     0	     0	     0	     0	  9136	  4096	     0	     0	     0	  3383	 46984	 13456	 26856	 13500	    20
0.4400	     0	 18112	 65024	     0	     0	     0	     0	  9136	  4096	     0	     0	     0	  3383	 48000	 13456	 26856	 13500	    20
0.4600	     0	 18112	 65024	     0	     0	     0	     0	  9136	  4096	     0	     0	     0	  3383	 49008	 13456	 26856	 13500	    20
