%Time	 Word0	 Word1	 Word2	 Word3	 Word4	 Word5	 Word6	 Word7	 Word8	 Word9	 Word10	 Word11	 Word12	 Word13	 Word14	 Word15	 Word16	 Word17
0.0200	     0	 18112	 65024	     0	     0	     0	     0	  7775	 24576	     0	     0	     0	  3383	 26720	 13456	 26856	  5000	    20
0.0400	     0	 18112	 65024	     0	     0	     0	     0	  7775	 24576	     0	     0	     0	  3383	 27584	 13456	 26856	  5000	    20
0.0600	     0	 18112	 65024	     0	     0	     0	     0	  7775	 24576	     0	     0	     0	  3383	 28448	 13456	 26856	  5000	    20
0.0800	     0	 18112	 65024	     0	     0	     0	     0	  7775	 24576	     0	     0	     0	  3383	 29304	 13456	 26856	  5000	    20
0.1000	     0	 18112	 65024	     0	     0	     0	     0	  7775	 24576	     0	     0	     0	  3383	 30168	 13456	 26856	  5000	    20
0.1200	     0	 18112	 65024	     0	     0	     0	     0	  7775	 24576	     0	     0	     0	  3383	 31032	 13456	 26856	  5000	    20
0.1400	     0	 18112	 65024	     0	     0	     0	     0	  7775	 24576	     0	     0	     0	  3383	 31896	 13456	 26856	  5000	    20
0.1600	     0	 18112	 65024	     0	     0	     0	     0	  7775	 24576	     0	     0	     0	  3383	 32760	 13456	 26856	  5000	    20
0.1800	     0	 18112	 65024	     0	     0	     0	     0	  7775	 24576	     0	     0	     0	  3383	 33616	 13456	 26856	  5000	    20
0.2000	     0	 18112	 65024	     0	     0	     0	     0	  7775	 24576	     0	     0	     0	  3383	 34480	 13456	 26856	  5000	    20
0.2200	     0	 18112	 65024	     0	     0	     0	     0	  7775	 24576	     0	     0	     0	  3383	 35344	 13456	 26856	  5000	    20
0.2400	     0	 18112	 65024	     0	     0	     0	     0	  7775	 24576	     0	     0	     0	  3383	 36208	 13456	 26856	  5000	    20
0.2600	     0	 18112	 65024	     0	     0	     0	     0	  7775	 24576	     0	     0	     0	  3383	 37064	 13456	 26856	  5000	    20
0.2800	     0	 18112	 65024	     0	     0	     0	     0	  7775	 24576	     0	     0	     0	  3383	 37928	 13456	 26856	  5000	    20
0.3000	     0	 18112	 65024	     0	     0	     0	     0	  7775	 24576	     0	     0	     0	  3383	 38792	 13456	 26856	  5000	    20
0.3200	     0	 18112	 65024	     0	     0	     0	     0	  7775	 24576	     0	     0	     0	  3383	 39656	 13456	 26856	  5000	    20
0.3400	     0	 18112	 65024	     0	     0	     0	     0	  7775	 24576	     0	     0	     0	  3383	 40520	 13456	 26856	  5000	    20
0.3600	     0	 18112	 65024	     0	     0	     0	     0	  7775	 24576	     0	     0	     0	  3383	 41376	 13456	 26856	  5000	    20
